_id,id_l,id_r,name_l,addr_l,city_l,phone_l,type__l,name_r,addr_r,city_r,phone_r,type__r,type_match_pred,city_contain_pred,name_edit_pred,name_contain_pred,name_unmatch_pred,addr_contain_pred,addr_edit_pred,addr_num_match_pred,addr_unmatch_pred,phone_match_pred,city_unmatch_pred,phone_area_code_unmatch_pred
770,534,105,'arnie morton\'s of chicago','435 s. la cienega blv.','los angeles',310/246-1501,american,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
771,595,105,'sign of the dove','1110 3rd ave. at 65th st.','new york',212/861-8080,american,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,1,0,0,0,0,0,-1,0,-1,0,0
772,617,105,'heera of india','595 piedmont ave.  rio shopping mall',atlanta,404/876-4408,asian,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
773,645,105,'rose pistola','532 columbus ave.','san francisco',415/399-0499,italian,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
774,698,105,'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
775,808,105,'jewel of india','15 w. 44th st.','new york',212/869-5544,asian,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,1,0,0,0,0,0,0,0,-1,0,0
776,918,105,'beesley\'s of buckhead','260 e. paces ferry road',atlanta,404/264-1334,continental,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
777,952,105,'south of france','2345 cheshire bridge rd.',atlanta,404/325-6963,french,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
778,955,105,'taste of new orleans','889 w. peachtree st.',atlanta,404/874-5535,southern,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
779,1033,105,'north india','3131 webster st.','san francisco',415/931-1556,asian,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
780,930,106,'french quarter food shop','923 peachtree st.  at 8th st.',atlanta,404/875-2489,southern,'sam\'s noodle shop','411 third ave.','new york city',212-213-2288,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
781,962,106,'binion\'s coffee shop','128 fremont st.','las vegas',702/382-1600,'coffee shops/diners','sam\'s noodle shop','411 third ave.','new york city',212-213-2288,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
782,878,107,'sarabeth\'s kitchen','423 amsterdam ave.  between 80th and 81st sts.','new york',212/496-6280,american,'sarabeth\'s','1295 madison ave.','new york city',212-410-7335,american,1,1,0,1,0,0,0,-1,0,-1,0,0
783,606,108,'steak house','2880 las vegas blvd. s','las vegas',702/734-0410,'steak houses','sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,-1,-1,0,1,0,0,0,-1,-1,-1,-1,-1
784,637,108,'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
785,698,108,'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
786,847,108,'new york kom tang soot bul house','32 w. 32nd st.','new york','212/ 947-8482',asian,'sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,-1,1,0,0,0,0,0,0,0,-1,0,0
787,866,108,'post house','28 e. 63rd st.','new york',212/935-2888,american,'sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,-1,1,0,0,0,0,0,0,0,-1,0,0
788,875,108,'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
789,1018,108,'izzy\'s steak & chop house','3345 steiner st.','san francisco',415/563-0487,'steak houses','sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
790,937,112,'little szechuan','c buford hwy.  northwoods plaza  doraville',atlanta,770/451-0192,asian,'szechuan hunan cottage','1588 york ave.','new york city',212-535-5223,chinese,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
791,658,113,'california pizza kitchen','207 s. beverly dr.','los angeles',310/275-1101,californian,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
792,878,113,'sarabeth\'s kitchen','423 amsterdam ave.  between 80th and 81st sts.','new york',212/496-6280,american,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,-1,1,0,0,0,0,0,-1,0,-1,0,0
793,901,113,'turkish kitchen','386 3rd ave.  between 27th and 28th sts.','new york',212/679-1810,'middle eastern','szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,-1,1,0,0,0,0,0,-1,0,-1,0,0
794,937,113,'little szechuan','c buford hwy.  northwoods plaza  doraville',atlanta,770/451-0192,asian,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
795,947,113,'r.j.\'s uptown kitchen & wine bar','870 n. highland ave.',atlanta,404/875-7775,american,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
796,951,113,'south city kitchen','1144 crescent ave.',atlanta,404/873-7358,southern,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
797,958,113,'bally\'s big kitchen','3645 las vegas blvd. s','las vegas',702/739-4111,buffets,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
798,892,114,'teresa\'s','103 1st ave.  between 6th and 7th sts.','new york',212/228-0604,'east european','teresa\'s','80 montague st.',queens,718-520-2910,polish,-1,-1,1,1,0,0,0,0,-1,-1,-1,-1
799,537,115,'cafe bizou','14016 ventura blvd.','sherman oaks',818/788-3536,french,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
800,560,115,'cafe lalo','201 w. 83rd st.','new york',212/496-6031,'coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
801,561,115,'cafe des artistes','1 w. 67th st.','new york',212/877-3500,continental,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,-1,0,0,0,0,0,0,-1,0,0
802,585,115,'park avenue cafe','100 e. 63rd st.','new york',212/644-1900,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
803,590,115,'river cafe','1 water st. at the east river',brooklyn,718/522-5200,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,0,0,-1,-1,-1
804,599,115,'union square cafe','21 e. 16th st.','new york',212/243-4020,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
805,602,115,'coyote cafe','3799 las vegas blvd. s','las vegas',702/891-7349,southwestern,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
806,606,115,'steak house','2880 las vegas blvd. s','las vegas',702/734-0410,'steak houses','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
807,623,115,'cafe  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,'ext 6108 international','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
808,631,115,'cafe claude','7 claude la.','san francisco',415/392-3505,french,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
809,637,115,'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
810,642,115,'plumpjack cafe','3201 fillmore st.','san francisco',415/563-4755,mediterranean,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
811,657,115,'cafe pinot','700 w. fifth st.','los angeles',213/239-6500,californian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
812,663,115,'clearwater cafe','168 w. colorado blvd.','los angeles',818/356-0959,'health food','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
813,674,115,'hard rock cafe','8600 beverly blvd.','los angeles',310/276-7605,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
814,698,115,'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
815,708,115,'west beach cafe','60 n. venice blvd.','los angeles',310/823-5396,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
816,732,115,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
817,735,115,'cafe bianco','1486 2nd ave.  between 77th and 78th sts.','new york',212/988-2655,'coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,-1,0,0,0,0,-1,-1,-1,0,0
818,736,115,'cafe botanica','160 central park s','new york',212/484-5120,french,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
819,737,115,'cafe la fortuna','69 w. 71st st.','new york',212/724-5846,'coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,-1,0,0,0,0,0,0,-1,0,0
820,738,115,'cafe luxembourg','200 w. 70th st.','new york',212/873-7411,french,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,-1,0,0,0,0,-1,0,-1,0,0
821,739,115,'cafe pierre','2 e. 61st st.','new york',212/940-8185,french,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
822,740,115,'cafe centro','200 park ave.  between 45th st. and vanderbilt ave.','new york',212/818-1222,french,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,-1,0,0,0,0,-1,0,-1,0,0
823,741,115,'cafe fes','246 w. 4th st. at charles st.','new york',212/924-7653,mediterranean,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
824,759,115,'corrado cafe','1013 3rd ave.  between 60th and 61st sts.','new york',212/753-5100,'coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
825,760,115,'cupcake cafe','522 9th ave. at 39th st.','new york',212/465-1530,'coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
826,766,115,'duane park cafe','157 duane st.  between w. broadway and hudson st.','new york',212/732-5555,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
827,771,115,'evergreen cafe','1288 1st ave. at 69th st.','new york',212/744-3266,asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
828,776,115,'film center cafe','635 9th ave.  between 44th and 45th sts.','new york','212/ 262-2525',american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
829,777,115,'fiorello\'s roman cafe','1900 broadway  between 63rd and 64th sts.','new york',212/595-5330,italian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
830,786,115,'french roast cafe','2340 broadway at 85th st.','new york',212/799-1533,'coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
831,797,115,'hard rock cafe','221 w. 57th st.','new york',212/489-6565,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
832,805,115,'internet cafe','82 e. 3rd st.  between 1st and 2nd aves.','new york','212/ 614-0747','coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
833,835,115,'manhattan cafe','1161 1st ave.  between 63rd and 64th sts.','new york',212/888-6556,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
834,842,115,'milan cafe and coffee bar','120 w. 23rd st.','new york',212/807-1801,'coffee bar','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
835,846,115,'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
836,847,115,'new york kom tang soot bul house','32 w. 32nd st.','new york','212/ 947-8482',asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,-1,0,0,0,0,0,0,-1,0,0
837,865,115,'popover cafe','551 amsterdam ave.  between 86th and 87th sts.','new york',212/595-8555,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
838,866,115,'post house','28 e. 63rd st.','new york',212/935-2888,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
839,875,115,'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
840,888,115,'sweet\'n\'tart cafe','76 mott st. at canal st.','new york',212/334-8088,asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
841,905,115,'victor\'s cafe','52 236 w. 52nd st.','new york',212/586-7714,'latin american','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
842,915,115,'annie\'s thai castle','3195 roswell rd.',atlanta,404/264-9546,asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
843,921,115,'cafe renaissance','7050 jimmy carter blvd.  norcross',atlanta,770/441--0291,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
844,950,115,'sato sushi and thai','6050 peachtree pkwy.  norcross',atlanta,770/449-0033,asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
845,954,115,'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
846,966,115,'cafe michelle','1350 e. flamingo rd.','las vegas',702/735-8686,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
847,967,115,'cafe roma','3570 las vegas blvd. s','las vegas',702/731-7547,'coffee shops/diners','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
848,995,115,'cafe adriano','3347 fillmore st.','san francisco',415/474-4180,italian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
849,996,115,'cafe marimba','2317 chestnut st.','san francisco',415/776-1506,'mexican/latin american/spanish','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
850,1007,115,'grand cafe hotel monaco','501 geary st.','san francisco',415/292-0101,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
851,1018,115,'izzy\'s steak & chop house','3345 steiner st.','san francisco',415/563-0487,'steak houses','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
852,1046,115,'south park cafe','108 south park','san francisco',415/495-7275,french,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
853,1049,115,'stars cafe','500 van ness ave.','san francisco',415/861-4344,american,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
854,1050,115,'stoyanof\'s cafe','1240 9th ave.','san francisco',415/664-3664,'greek and middle eastern','thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
855,1051,115,'straits cafe','3300 geary blvd.','san francisco',415/668-1783,asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
856,1066,115,'zuni cafe & grill','1658 market st.','san francisco',415/552-2522,mediterranean,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
857,544,116,'restaurant katsu','1972 n. hillhurst ave.','los angeles',213/665-1891,asian,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
858,625,116,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
859,644,116,'ritz-carlton restaurant and dining room','600 stockton st.','san francisco',415/296-7465,american,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
860,684,116,'mon kee seafood restaurant','679 n. spring st.','los angeles',213/628-6717,asian,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
861,697,116,'restaurant horikawa','111 s. san pedro st.','los angeles',213/680-9355,asian,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
862,732,116,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
863,798,116,'hi-life restaurant and lounge','1340 1st ave. at 72nd st.','new york',212/249-3600,american,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
864,817,116,'lanza restaurant','168 1st ave.  between 10th and 11th sts.','new york',212/674-7014,italian,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
865,885,116,'spring street natural restaurant & bar','62 spring st. at lafayette st.','new york',212/966-0290,american,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,1,0,0,0,0,0,0,0,-1,0,0
866,926,116,'colonnade restaurant','1879 cheshire bridge rd.',atlanta,404/874-5642,southern,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
867,539,119,'chinois on main','2709 main st.','santa monica',310/392-9025,french,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
868,543,119,'grill on the alley','9560 dayton way','los angeles',310/276-0615,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
869,549,119,'the palm','9001 santa monica blvd.','los angeles',310/550-8811,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
870,551,119,'philippe\'s the original','1001 n. alameda st.','los angeles',213/628-3781,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
871,595,119,'sign of the dove','1110 3rd ave. at 65th st.','new york',212/861-8080,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,1,0,0,0,0,0,-1,-1,-1,0,0
872,597,119,'tavern on the green','in central park at 67th st.','new york',212/873-3200,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,1,0,0,0,0,0,0,-1,-1,0,0
873,695,119,'rj\'s the rib joint','252 n. beverly dr.','los angeles',310/274-7427,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
874,699,119,'schatzi on main','3110 main st.','los angeles',310/399-4800,continental,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
875,703,119,'the mandarin','430 n. camden dr.','los angeles',310/859-0926,asian,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
876,894,119,'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,1,0,0,0,0,0,-1,-1,-1,0,0
877,895,119,'the savannah club','2420 broadway at 89th st.','new york',212/496-1066,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,1,-1,0,0,0,0,-1,-1,-1,0,0
878,927,119,'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
879,928,119,'dante\'s down the hatch','underground underground mall  underground atlanta',atlanta,404/577-1800,continental,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
880,960,119,'battista\'s hole in the wall','4041 audrie st. at flamingo rd.','las vegas',702/732-1424,italian,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
881,969,119,'carnival world','3700 w. flamingo rd.','las vegas',702/252-7777,buffets,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
882,983,119,'the bacchanal','3570 las vegas blvd. s','las vegas',702/731-7525,'only in las vegas','windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
883,1054,119,'the heights','3235 sacramento st.','san francisco',415/474-8890,french,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
884,1060,119,'world wrapps','2257 chestnut st.','san francisco',415/563-9727,american,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
885,543,120,'grill on the alley','9560 dayton way','los angeles',310/276-0615,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
886,568,120,'four seasons grill room','99 e. 52nd st.','new york',212/754-9494,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,0,0,-1,0,0
887,569,120,'gotham bar & grill','12 e. 12th st.','new york',212/620-4020,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,0,0,-1,0,0
888,581,120,'mesa grill','102 5th ave.  between 15th and 16th sts.','new york',212/807-7400,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,-1,-1,-1,0,0
889,618,120,'indigo coastal grill','1397 n. highland ave.',atlanta,404/876-0676,caribbean,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
890,653,120,'border grill','4th st.','los angeles',310/451-1655,mexican,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,-1,0,0,0,0,0,0,0,-1,-1,-1
891,675,120,'harry\'s bar & american grill','2020 ave. of the stars','los angeles',310/277-2333,italian,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
892,677,120,'jack sprat\'s grill','10668 w. pico blvd.','los angeles',310/837-6662,'health food','wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
893,716,120,'ambassador grill','1 united nations plaza at 44th st.','new york',212/702-5014,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,0,0,-1,0,0
894,732,120,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,-1,0,0,0,0,0,0,-1,0,0
895,752,120,'cendrillon asian grill & marimba bar','45 mercer st.  between broome and grand sts.','new york',212/343-9012,asian,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,0,0,-1,0,0
896,755,120,'china grill','60 w. 53rd st.','new york',212/333-7788,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,0,0,-1,0,0
897,803,120,'inca grill','492 broome st.  near w. broadway','new york',212/966-3371,'latin american','wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
898,811,120,'judson grill','152 w. 52nd st.','new york',212/582-5252,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
899,879,120,'sea grill','19 w. 49th st.','new york',212/332-7610,seafood,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,1,0,0,-1,0,0
900,898,120,'tribeca grill','375 greenwich st.  near franklin st.','new york',212/941-3900,american,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
901,924,120,'city grill','50 hurt plaza',atlanta,404/524-2489,international,'wollensky\'s grill','205 e. 49th st.','new york city',212-753-0444,steakhouses,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
