dblp_id,google_scholar_id
journals/sigmod/RamirezSP94,V2WMOB42Gj0J
journals/tods/ChakrabartiKMP02,QTzuiNlMnR4J
journals/tods/DiaoAFZF03,fREDZIbZVdEJ
journals/tods/SistlaWYS98,3mLKQfhVh3cJ
journals/tods/SistlaWYS98,4owPoyytTP4J
journals/tods/ZobelMR98,nX85t01_KugJ
journals/vldb/BerchtoldKK97,VHo2go6vjYsJ
journals/vldb/FerrariAABC02,74D4YiDcxfcJ
journals/vldb/Han98,url:http://www.springerlink.com/index/YTPAB711B92NCE7J.pdf
journals/vldb/PacittiS00,ZmvL3_H6DqUJ
journals/vldb/ZezulaSAR98,DM9hrpKpqmMJ
conf/sigmod/CareyK97,2OPEy9_6BlEJ
conf/vldb/Brin95,dXegp-RmzXEJ
conf/sigmod/CareyDFHMNSSTTWZ94,GJ_7cqL0d70J
conf/sigmod/GravanoCGP97,1xxRTUP64bwJ
journals/tods/Chen95a,qexCEm3QaUgJ
journals/vldb/HaasCLS97,AypWukSuKVoJ
conf/sigmod/BabcockO03,acnzsOLHFywJ
conf/sigmod/ChristophidesACS94,PYvxitTViMQJ
conf/sigmod/TsurUACMNR98,Css8RIPajcoJ
journals/vldb/Barbara-MillaG94,Hc9uWxJu840J
conf/vldb/KornackerB95,pFhk85qhZrgJ
conf/vldb/KornackerB95,TjG5memyVWIJ
journals/sigmod/ConradHHKRSS99,url:http://portal.acm.org/ft_gateway.cfm3Fid3D33360826type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
journals/sigmod/RamamrithamS97,HR-yLNuhtl4J
conf/vldb/LinLYZ03,9rbctPoEdNUJ
journals/sigmod/MalaikaEM03,url:http://portal.acm.org/ft_gateway.cfm3Fid3D94573926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/vldb/MignetMAC01,VaDXNMtPZ4oJ
conf/sigmod/ShivakumarG97,4ioZ9JSSjVQJ
conf/sigmod/Spiro98,u4ZAi-DRoHkJ
conf/vldb/GilbertKMS02,kxGdQhvpi_sJ
conf/sigmod/PalmerF00,eiA9HVOF2IsJ
journals/sigmod/Weikum02,url:http://portal.acm.org/citation.cfm3Fid3D601858.60186726dl3DGUIDE26dl3DACM26idx3DJ68926part3Dperiodical26WantType3Dperiodical26title3DACM2520SIGMOD2520Record26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/KriegelBKPS03,i0c65loyE60J
conf/sigmod/MaddenSHR02,HTAP9c7dQagJ
journals/sigmod/MeltonE02,IqEw9ssJ2QAJ
journals/sigmod/MeltonE02,6uelfg3RgEoJ
conf/vldb/FangSGMU98,z5tz9vybRmIJ
conf/vldb/Korth95,UZAQL1o-c0MJ
journals/sigmod/Mackay99,PcnfzFfEY1wJ
journals/sigmod/EisenbergM01,lTNqBpBUA5sJ
journals/tods/KotidisR01,04utamFvle4J
conf/vldb/FegarasE01,pinPEM3Rvm0J
journals/tods/CasatiCPP99,eD9q5emypy4J
conf/vldb/NgH94,EBXh5GwbeNMJ
journals/sigmod/LabrinidisR00,TppC2jA5UXMJ
journals/sigmod/CruzKLSWY02,url:http://portal.acm.org/ft_gateway.cfm3Fid3D60188226type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
journals/sigmod/Aberer02a,url:http://portal.acm.org/ft_gateway.cfm3Fid3D56512926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/vldb/KoudasIM00,w0kVbjS1psIJ
conf/sigmod/NguyenS96,C10wtQwCym8J
journals/vldb/AtkinsonM95,XYG-rHxq_z0J
conf/vldb/ShahabiFKF00,ln1yHhG7gdgJ
conf/vldb/BrownS95,F-v-VG2RBQoJ
conf/vldb/DarFJST96,ThLxMqqAxjIJ
conf/vldb/ChaudhuriN97,g6XLqjCRkFcJ
conf/vldb/AnanthakrishnaCG02,SByuGUSfTtYJ
conf/vldb/AtzeniMM97,QLI_xo-fBp4J
conf/vldb/ShatdalKN94,27-P8X0mjfcJ
conf/vldb/OzsuLON01,qqdXmdgAaMgJ
journals/vldb/ChakrabartiRS03,idfox84uNHUJ
conf/sigmod/KeimK95,34xG3yx9iiwJ
journals/tods/DeyS96,uZVc1wSi3y4J
conf/vldb/ChandrasekaranF02,nqosSM46lCkJ
conf/sigmod/FegarasM95,MHubEDlndWYJ
journals/sigmod/GobleR02,url:http://portal.acm.org/ft_gateway.cfm3Fid3D50736626type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/vldb/Draluk01,xQzrilMR-QQJ
journals/vldb/TurkerG01,Jab63JLU3N0J
journals/tods/SalemGS94,7IBL1cudvR0J
conf/vldb/ChangG97,wDrwjYtI4uEJ
conf/sigmod/QuassW97,LjHrrOD-Db0J
conf/vldb/AgrawalS94,cIJQ0qxrkMIJ
journals/tods/LakshmananSS01,FqrVkPwzd3kJ
journals/sigmod/ChaudhuriD97,PiSKQ2TBfisJ
conf/vldb/Cuppens96,8_HtXom0CVgJ
conf/vldb/Sacks-Davis96,GkINzG_IffAJ
conf/sigmod/FernandezFKLS98,x-Xcm921UTMJ
conf/vldb/JarkeKL00,hRr_IBVG0-YJ
journals/vldb/StonebrakerALPSSSY96,FnypYUw9pwEJ
conf/vldb/ColletCS94,Iap8Eg0Sm8oJ
conf/vldb/ColletCS94,mK2NI9HpmOAJ
conf/sigmod/WangJLY03,EQsWWZdE45wJ
conf/sigmod/BarbaraI94,F7azEOfg-Q0J
conf/vldb/RusinkiewiczKTWM95,iWNLOYCQX-YJ
conf/sigmod/LitwinS00,99nKpf7A4uIJ
conf/vldb/GarofalakisRS99,Xm3ygCvkmN8J
conf/vldb/GarofalakisRS99,9aNUdPCEMmwJ
conf/sigmod/DogacHKOONDMAKE96,_4ARkdpRArQJ
conf/vldb/GoldmanW97,UeLjlfHU_gkJ
conf/sigmod/NgLHP98,qOzU69R5hdAJ
conf/sigmod/NgLHP98,NQAssNK12xUJ
journals/sigmod/ErdurD02,9OcrAEypDhMJ
conf/sigmod/Gal00,SudUID_rEy0J
conf/vldb/BargaP95,3CDeAczlaSUJ
journals/sigmod/AilamakiFFSV03,rMV2yNFwvggJ
journals/vldb/CasatiSG01,347oyb_b7DAJ
conf/vldb/GarofalakisI97,-cCndG3a8ukJ
conf/vldb/RastogiS98,AyWUeJ5k2IoJ
conf/sigmod/GuhaRS98,dV7p-cfTjUQJ
conf/sigmod/GuhaRS98,nMzsE-ScW4MJ
journals/vldb/ChanFGR02,LfS9Vr-FSZEJ
journals/sigmod/BernsteinDK99,Ye5fTBiMoUwJ
conf/vldb/ScheuermannSV96,EnrllAo58CMJ
conf/vldb/ScheuermannSV96,N3Hyyb1Qw8sJ
journals/sigmod/BunemanRU97,V6CmNS2__nUJ
conf/sigmod/GarofalakisGRSS00,Kw_1o5V8Ot4J
journals/sigmod/SpynsMJ02,QWfa2xEybLcJ
conf/sigmod/AggarwalWY99,s9hhR-EdDGgJ
conf/vldb/HasanM95,-aml_OMAQNgJ
conf/sigmod/BreunigKKS01,3ET_IEkoGjYJ
conf/sigmod/BrinMUT97,VBB3teN9P6EJ
conf/sigmod/BrinMUT97,JBB4svDpBF8J
journals/sigmod/PissinouSEMOPSTD94,fSKoYnVJbwwJ
journals/vldb/Antoshenkov97,gleX-n_dgkcJ
journals/tods/FukudaMMT01,sOBRaiLLvZgJ
conf/sigmod/ReveszCKLLW00,bx_A3QEqKhEJ
conf/vldb/WangHH00,qbxHq9qXVrUJ
conf/vldb/Klots96,dTORuW_9YRoJ
conf/vldb/HvasshovdTBH95,_83yTuPv-NAJ
conf/sigmod/BrodskySCE99,_cUSf4sG_28J
conf/vldb/BliujuteJSS98,HSEOZDaC8ZUJ
conf/vldb/GeorgeH98,2L-UFpDof3UJ
conf/vldb/SteenhagenABB94,n5yJ4y54WbwJ
conf/sigmod/AgrawalGGR98,_LE5T2vKPUcJ
journals/vldb/SheikholeslamiCZ00,eFgoWIVr71IJ
conf/vldb/StolteA02,N3Bry6sSMw8J
conf/vldb/ManegoldBK00,JgdpgBpMDr4J
conf/sigmod/Sahuguet01,xb63RaGQYmYJ
conf/vldb/FrohnLU94,xpreqF8k7N4J
conf/vldb/CareyKSSS00,gZtFMFjW2n0J
conf/sigmod/VossenW99,mhZO8vzjUv4J
journals/sigmod/DunhamH95a,CiumYR8Q4WcJ
journals/tods/MelnikG03,iyliEUBEyhwJ
journals/sigmod/PossasMCR00,7szp78IyFdQJ
journals/sigmod/Stonebraker94,url:http://portal.acm.org/citation.cfm3Fid3D181551
journals/tods/KorthS94,w40iTKlpWEQJ
conf/sigmod/HarinarayanRU96,sLvivSi__BcJ
conf/sigmod/HarinarayanRU96,4OrM17Osz64J
conf/sigmod/HarinarayanRU96,cnjY261oL-4J
journals/sigmod/GeppertD94,P9xX0UDXnRcJ
journals/sigmod/GerlhofKM96,xsV7dkJi-YMJ
conf/sigmod/HaasH99,bsfsN1NtuOMJ
conf/vldb/BohmMSW01,23cNr1EhPGwJ
conf/vldb/CarneyCCCLSSTZ02,1J26mBTxdS0J
journals/vldb/ClaussenKKW00,DSF-ukHbE64J
conf/vldb/Blecken00,hCSzil0nuVEJ
conf/vldb/NieKH03,0RaBCPWwApQJ
conf/sigmod/ColeG94,qpYRj0BgQz4J
conf/sigmod/KementsietsidisAM03,vO7aBWspoyMJ
conf/vldb/MarronL01,d7tnjNELumMJ
journals/tods/OliverS94,RUyqFOxZyDoJ
journals/sigmod/TianDCZ02,jJpiJEoGcfUJ
journals/sigmod/KimballS95,E6Z68tQL1BsJ
conf/vldb/AlsabtiRS97,nqOZsUydoQkJ
conf/sigmod/KrollW94,AMvcOVWQiNEJ
conf/sigmod/GarofalakisGR02,YkSTcehl8o4J
journals/sigmod/DarwenD95,Xa_whOlvG7gJ
conf/vldb/VassalosP97,jmYHA7e95XAJ
conf/sigmod/TomasicGS94,wFwk1sJZ2SYJ
conf/vldb/JohnsonM98,eFynrwKK_T0J
journals/sigmod/FowlerPNB99,2cbB8em2uAIJ
conf/sigmod/RundensteinerKZWLLN99,2XRfNjwuDrsJ
conf/sigmod/CasatiS01,7H9j9z0x_3UJ
conf/sigmod/CranorGJSS02,89Avc7qz9YoJ
conf/sigmod/DoppelhammerHKK97,q_A8Y8KY9WkJ
conf/sigmod/EmbleyJN99,x8uC_9_IzUEJ
conf/sigmod/FranklinJK96,iDBvvrHwj7YJ
conf/sigmod/FukudaMMT96a,Y8UdbAPhYpUJ
conf/sigmod/HanKS97,_EEZCcB1BPYJ
conf/sigmod/HanPY00,GlNt7w28aE8J
conf/sigmod/KatayamaS97,G-XP436aGVAJ
conf/sigmod/LakhamrajuRSS00,gdc5GKHgLOkJ
conf/sigmod/NatsevRS99,Y3nejQSVKnUJ
conf/vldb/AdityaBCHNS02,2vzhAz4Yll4J
conf/vldb/HoelS94,Id1cvsQURBAJ
conf/vldb/KaushikBNS02,dL5oJVHK10kJ
conf/vldb/KumarRRT99,fJn_2E8aihYJ
conf/vldb/LakshmananSS99,H5bVePnEohQJ
conf/vldb/MiklauS03,cJUP6vfSm50J
conf/vldb/MillinerBP95,kYl-9cV8gloJ
conf/vldb/RamanH01,8PPmw6A0XfkJ
conf/vldb/SchmidtWKCMB02,CvGGYMrKR2sJ
conf/vldb/SrikantA95,OqO-ZxObnjgJ
journals/sigmod/AdelbergKG96,GfiQygac5twJ
journals/sigmod/AtzeniMM97,SSqU8_W13nIJ
journals/sigmod/BarbaraS97,l72i358_vjYJ
journals/sigmod/BawaCCDGGKMSSVY03,7gJjI63FlyYJ
journals/sigmod/CiliaB02,Y1HVgTopekIJ
journals/sigmod/LenzVJS03,url:http://portal.acm.org/ft_gateway.cfm3Fid3D95908326type3Dpdf
journals/sigmod/MedeirosP94,tnHDLJxMoQcJ
journals/sigmod/Palpanas00,MGG31wuhuUIJ
journals/sigmod/Qian95b,url:http://portal.acm.org/ft_gateway.cfm3Fid3D21977226type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
journals/sigmod/SommerGB02,fFLey-_2UM4J
journals/tods/Subrahmanian94,UumKoUpnFSwJ
journals/vldb/WhiteD95,jKBaGqWJK2oJ
conf/sigmod/ChenGK01,8OgkUeiawO0J
conf/sigmod/CareyDFHMNSSTTWZ94,jMc3U-zRTPEJ
conf/vldb/AggarwalHWY03,szlqyCesMpgJ
conf/vldb/ShuklaDNR96,gTSn7nMr9dQJ
conf/vldb/VorugantiOU99,ItOlYY7ITt0J
conf/sigmod/KalnisP01,-UHxodSX8oMJ
conf/sigmod/KornackerSH98,08hpWyqMTqAJ
conf/sigmod/Chaudhuri97,9GsZHpVf2_cJ
conf/vldb/GardarinGT96,kOSE6UVijD8J
conf/vldb/SahuguetA99,pK5bydjeZFIJ
journals/sigmod/TsotrasK96,url:http://www.springerlink.com/index/MG76EHFRC3CMWL1X.pdf
journals/sigmod/BerraNT95,url:http://portal.acm.org/ft_gateway.cfm3Fid3D20267026type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/ImielinskiVB94,VdUSfNE_8i8J
conf/vldb/IdrisGC94,esWYQTXHBfUJ
journals/vldb/JagadishKNS00,W8O7pgTYGTYJ
conf/vldb/ChakrabartiSD98,wnke8ff8hYUJ
conf/vldb/NatsevCSLV01,e6dXyX0MKEIJ
conf/sigmod/Ubell94,lphlTARDI9YJ
journals/sigmod/RisheSBDOALOSS95,pGU2Ew1AQkoJ
conf/sigmod/LometW98,QPpUo7m3A7cJ
conf/sigmod/ChaudhuriN98,lXZzpSDzRnwJ
conf/sigmod/ChaudhuriN98,qGTxTpQXTDsJ
conf/sigmod/LivnyRBCDLMW97,UqI8eTF3k7sJ
conf/sigmod/BaruGLMPVC99,mXKKjAJUm-oJ
conf/vldb/AgrawalPWZ95,VhJatmjKuU8J
conf/vldb/RahmM95,m9m0YpwaO4YJ
conf/sigmod/RoySSB00,OcqnRp-Xz70J
conf/sigmod/MaddenSHR02,aFuBut1W_KEJ
conf/sigmod/GotoK03,url:http://portal.acm.org/ft_gateway.cfm3Fid3D87283726type3Dpdf26dl3Dportal26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/BlottRS96,4aSEl4haaq4J
conf/sigmod/HellersteinN96,tKewiQ5_kyIJ
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,Syu5W-3uFFAJ
conf/vldb/TsurAADKW01,PvNI0yqRqtQJ
conf/sigmod/ZadorozhnyRVUB02,xmE1380_4E4J
conf/sigmod/AdaliSS99,Cbwq3JSxrSAJ
conf/sigmod/AdaliSS99,c2dH5RxNj6kJ
journals/sigmod/LaenderRST02,paQAZ2KXFgAJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,eOhZfLS25AsJ
conf/sigmod/BunemanM95,V9DIFmU3vi8J
conf/vldb/ChoG00,0ofvccnIJ-0J
conf/sigmod/SzalayGKT00,GYR0v7CFkP0J
conf/sigmod/AgrawalW00,wivJNEQEWzMJ
conf/vldb/BerchtoldKK96,kCH4ZzrozMkJ
conf/sigmod/AndersonAF98,_EbKUPc1jYAJ
journals/tods/DeyS96,Jfo57_VwkfUJ
journals/sigmod/PapazoglouH99,WbsAK4ZE17YJ
conf/sigmod/ChawatheG97,JLeihu2aUqYJ
journals/sigmod/GroskyFS94,sWM6PKw-JaQJ
conf/sigmod/FukudaMMT96,Bcuo4_yr2p0J
conf/sigmod/MaheshwariL97,1hXAkApUm3kJ
conf/vldb/LubbersGJ03,T3nGiiT3tbsJ
journals/vldb/PapadiasS94,UM0nh_l5epoJ
conf/vldb/ChaudhuriS96,31oH64SXpRcJ
conf/sigmod/LehnerSPC00,xfWGb928UfcJ
conf/sigmod/AmbiteABKMMMPT98,YAkpVC1qgaIJ
conf/sigmod/ChaudhuriN98a,JyEX0YVMP5oJ
conf/sigmod/DeutschFS99,fuitKuyY3l8J
journals/tods/ZaharioudakisCF97,EN1nFWJxnoIJ
journals/tods/KossmannS00,PnGVbzQCWY0J
conf/sigmod/KotidisR99,5sb4hr4Ton0J
conf/vldb/RothS97,gIFZWp_iCmUJ
conf/vldb/RothS97,tRoiaChnyqEJ
conf/sigmod/Cattell94,zSoTbEtLuqEJ
conf/sigmod/PossSKL02,c3QptREmhgAJ
conf/sigmod/LitwinS00,37yVRfSpM6MJ
conf/sigmod/PhanN02,LLIkm2GMqakJ
conf/sigmod/DogacHKOONDMAKE96,GnjIUQVlZ0UJ
journals/sigmod/Seshadri98,_nIg_hi8PAAJ
journals/sigmod/Cingil02,2K6rhX16hXwJ
conf/vldb/RaghavanG01,9Wo54Wyh_X8J
journals/tods/HjaltasonS99,RHJjRlVhi78J
conf/sigmod/BrunoCG01,XWF4kOtaoJkJ
conf/sigmod/ForlizziGNS00,jW1JUC-AQXoJ
conf/sigmod/AnkerstBKS99,K1ZdQsRoNloJ
conf/vldb/BohannonLRSSS97,Vj1kbPjzSHwJ
conf/sigmod/Han96,DlQd7WIkVF0J
conf/sigmod/GillmannWSWW00,L61_1TEGBLYJ
conf/sigmod/Aulakh98,xFK4CkKj14EJ
journals/vldb/HuntAI02,LiYp5oaDwbMJ
conf/sigmod/ChaudhuriDN01,lCQ0HZYyYNcJ
conf/sigmod/WangPFY03,5JXKbI5l1FYJ
conf/sigmod/WangPFY03,y5zNcYc9dqsJ
conf/vldb/Hammond96,LDxiVdRU6EEJ
journals/sigmod/CrestaniG02,tyZxVraNgTsJ
conf/sigmod/ShashaB02a,DEl2TsijDYEJ
conf/vldb/EicklerKK97,PCFJuVxYxtwJ
journals/sigmod/GottlobKP03,rDRdlwdHGb0J
conf/sigmod/SrikantA96,OASIyc-vi9EJ
conf/sigmod/ChoG00,yUZCropW2lQJ
conf/sigmod/GibbonsM98,x4HkJDEYFmYJ
conf/sigmod/SarawagiTA98,gSP43Tr3KTgJ
conf/sigmod/MeccaAMMS98,I-fmtPvluKEJ
conf/vldb/RossS97,mrH-8zANwLwJ
conf/vldb/GarofalakisG01,SHDQQrfJ3BMJ
conf/sigmod/IoannidisLANT97,qb-jf_sQ_5kJ
conf/sigmod/AgrawalGGR98,UYQpDoh0wo0J
conf/sigmod/AgrawalGGR98,v9JW-UJCD-YJ
journals/tods/LitwinN96,d7by8a0ArhIJ
conf/vldb/FerrandinaMZFM95,ume4RGX6sI4J
conf/sigmod/ChenWZ98,NuwRNfDPpTcJ
journals/sigmod/Bohlen95,v5P_NFXdOR8J
conf/vldb/WangYM97,o5dSRIunsUUJ
conf/vldb/WangYM97,sXn3gsd_5TAJ
conf/sigmod/WolfsonSXZC99,vwdWTx0dk7QJ
conf/vldb/KonopnickiS95,z5Z9vSNOznMJ
conf/vldb/KonopnickiS95,SHYtwo2v-LAJ
conf/vldb/BernsteinHJRW00,0KiQzAIFlJkJ
journals/sigmod/Critchlow01,wuQbvQAcACsJ
conf/sigmod/HernandezS95,Al2MFiRHz9sJ
conf/sigmod/Wu99,xl1Jscb79KEJ
conf/sigmod/ChaudhuriGGM03,H5IdN0_MQw4J
conf/sigmod/HarinarayanRU96,ESZwkhGzOboJ
conf/sigmod/AbiteboulCM95,4GT0Krd9RP0J
conf/sigmod/DreyerDS95,i1qU2OFSeloJ
conf/vldb/SistlaYH94,FT4Sfn-Z7GUJ
journals/vldb/GutingS95,cbqx2ypRC-UJ
journals/vldb/GutingS95,A4lUwOD7AeYJ
conf/sigmod/RadekeBBEKKN95,bDN03rZhUQEJ
journals/sigmod/KempsterST99,JfmkT9KvKWoJ
conf/vldb/GravanoG95,Gzr2235rJLsJ
conf/vldb/RamanRH99,QLJhG6Rz2T0J
conf/sigmod/Hidber99,HkBKH9ZUJEcJ
conf/sigmod/BerchtoldBK98,1tZ74y0DNLIJ
conf/sigmod/BerchtoldBK98,4Uf5sjXgwhoJ
conf/vldb/ShanmugasundaramSBCLPR00,HKM-zP0LT_UJ
conf/sigmod/BryanMCLG94,nbU-wr3ivUIJ
journals/sigmod/FernandezFLS97,url:http://portal.acm.org/ft_gateway.cfm3Fid3D26276326type3Dpdf26dl3Dportal26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/KrollW94,zd_8s13rNRoJ
conf/sigmod/KrollW94,SX1_Z3Z000YJ
conf/sigmod/SistlaW95,gLjn4f4f63wJ
conf/sigmod/GarofalakisGR02,S6PWjHRFORYJ
journals/sigmod/DarwenD95,DVnOcHunv7MJ
journals/sigmod/GriffinK98,Qvl2bcDAyqEJ
conf/vldb/TianD03,l7glyH7ltuQJ
journals/tods/TaoP03,faqaX7J_Kl8J
conf/sigmod/TatarinovIHW01,-FOJZJj6NLEJ
conf/sigmod/IvesFFLW99,yrnhcMqsUVoJ
conf/sigmod/BerensonBGMOO95,gWmqoNZHKAAJ
conf/sigmod/BunemanDHS96,ngbxnQMSWfkJ
conf/sigmod/CareyK97,ucdmk8xwaTsJ
conf/sigmod/ClossmanSHKPB98,qq2lTNrNTBUJ
conf/sigmod/DeutschFS99,SYaXErlVlcAJ
conf/sigmod/GeorgeH97,B7Mw8CQYZTEJ
conf/sigmod/KabraD98,V9XUvirmVEEJ
conf/sigmod/Miller98,r0ZzrEjVO4UJ
conf/sigmod/MoonSL00,7Xra4piXrIIJ
conf/sigmod/PopaDST00,gAwckIiPpTEJ
conf/sigmod/ThaperGIK02,PBwqFDIQ79UJ
conf/vldb/BelussiF95,C-Hz6btw11gJ
conf/vldb/BrodieC99,80T8-ddj8OsJ
conf/vldb/ChakrabartiGRS00,2TVYDBNYioIJ
conf/vldb/ChaudhuriGN03,sAYCyUcugbYJ
conf/vldb/ChungCLL01,mJiDvbtTKWoJ
conf/vldb/CiacciaPZ97,q-qZWa6vF7EJ
conf/vldb/GoldsteinR00,FncQ86sO2agJ
conf/vldb/HanF95,AOXjUq9H2cwJ
conf/vldb/HoelS95,7KsyQNj74A4J
conf/vldb/HristidisP02,5k-GwvznWRUJ
conf/vldb/MillerHH00,kfTc_TsqiP8J
conf/vldb/MillerHH00,Rqg_slyUMYMJ
conf/vldb/Mohan96,wYwNJy4GsEYJ
conf/vldb/PapakonstantinouAG96,gkbvvgj8kdUJ
conf/vldb/RysNS96,pwxPfVlOqQUJ
conf/vldb/SeshadriLR96,kyUXzFPXzwIJ
conf/vldb/Sheth96,xoD5vxZQJ8AJ
conf/vldb/SrikantA95,Jjk_Q4u0JiQJ
conf/vldb/StaudtJ96,6moFnThDHW0J
conf/vldb/YuV00,j2gOIcgWxb4J
journals/sigmod/JukicNV03,eR43Urfx-hcJ
journals/sigmod/KannanKIK03,h_tDfTvsR0QJ
journals/sigmod/KoubarakisTID03,6b15hteKSM4J
journals/sigmod/RoddickABDEGHLMMMW00,eA8gNVxHRJ4J
journals/sigmod/SycaraKWL99,CfVOsnm-ebMJ
journals/tods/DiaoAFZF03,lES-P-Whyd4J
journals/tods/LiuHD98,aYjE-ILUHaoJ
journals/tods/ZobelMR98,tdDLf6RffisJ
journals/vldb/ShanmugasundaramSBCLPR01,ZQyBjtpbhvIJ
conf/sigmod/Norrie95,url:http://portal.acm.org/ft_gateway.cfm3Fid3D22388326type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/CareyK97,G2RzED0JGvoJ
journals/vldb/DoanMDDH03,InzqepkG0W8J
conf/vldb/WiesnerK01,UrDwK2S7QVwJ
conf/sigmod/ParkCY95,hLrdara3zskJ
journals/sigmod/Aberer03a,url:http://portal.acm.org/ft_gateway.cfm3Fid3D64100426type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/vldb/ChatziantoniouR97,UEvW-FsWASUJ
conf/vldb/BrightR02,lovlkpxUzUsJ
journals/sigmod/HasselbringHHKRRS00,JW49QfQtuTMJ
journals/vldb/PanagosB97,Ht4Yl1kJuxIJ
conf/vldb/SrivastavaDJL96,HIsBB-kUYZIJ
conf/sigmod/CruzALRZ97,url:http://www.csa.com/partners/viewrecord.php3Frequester3Dgs26collection3DTRD26recid3D0294187CI
conf/vldb/Wang95,7FUOWtSbiogJ
journals/sigmod/TsotrasK96,-FGfZQ_8TxIJ
conf/vldb/IwerksSS03,4B_LhCns0WoJ
conf/sigmod/ImielinskiVB94,V-LO20klzSYJ
conf/sigmod/ImielinskiVB94,AhacU8AzwSUJ
conf/sigmod/WilschutFA95,Zdfxvjh6ca8J
journals/vldb/FernandezFLS00,uo79zyqUB10J
conf/vldb/LimWV03,aPJnWocHLUwJ
conf/sigmod/Ubell94,ZrMjnFuPnI0J
conf/vldb/Madnick95,UHLfs0GGqAAJ
conf/vldb/LuSL95,xGK3seG0Mn4J
conf/sigmod/StonebrakerH01,opMsehfY-XoJ
journals/sigmod/FlorescuLM98,oABGXQlfGKcJ
journals/vldb/KraissW98,K0aOFYBWg3AJ
journals/vldb/BarbaraI95,gyC0D8oJbQMJ
journals/tods/BertinoBFS98,BTIrFatQWQsJ
journals/sigmod/MeltonMJKSZ01,_u9eNZTiNSoJ
conf/sigmod/SwamiS94,S6TmnZKgmxwJ
conf/sigmod/MaddenSHR02,DkgClKWAyEIJ
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,SRemicnI-ncJ
conf/sigmod/LiefkeS00,vnc0Ml_3BFsJ
conf/vldb/LevyRO96,bbeft23FHAkJ
conf/vldb/LevyRO96,QTsbBZX9zrAJ
journals/sigmod/GerlaX03,KKiefntReoUJ
journals/sigmod/Grohe02,jzwiskpRLOUJ
journals/sigmod/ClementiniF00,9_GTdteKEYsJ
conf/vldb/ArgePRSV98,H-AQePr2evUJ
conf/vldb/JonscherD94,iBEI8pUanCEJ
conf/vldb/HaasB03,52x78w6qgcwJ
conf/sigmod/Jamil99,z5EfiutEfScJ
conf/vldb/GuntzerBK00,3Gf3m5rkq0UJ
conf/vldb/ShanmugasundaramGTZDN99,JqfEbjic16sJ
conf/vldb/ZirintsisKM99,sldCppj0qOEJ
conf/vldb/WeikumMHZ02,W_b-Eo5VaOgJ
journals/vldb/NanopoulosM02,icoWjIZ_6IIJ
conf/vldb/Spintzik95,QcD01ZjsNcIJ
conf/vldb/AtzeniMM97,HUIG38FY6zEJ
journals/tods/BaralisCP96,hiNs_zWcwlgJ
conf/sigmod/ShuklaD00,yGz8BLxbPPcJ
conf/sigmod/HanWDPW02,tcyoSdrkaRMJ
conf/vldb/MaratheS97,HcgXkUDB-wYJ
journals/vldb/IshakbeyogluO98,O9A-15rmzOsJ
conf/vldb/MeekPK03,cR1ikuFsE1wJ
conf/vldb/ChandrasekaranF02,y-0iu9SS36YJ
journals/vldb/KashyapS96,GlmJMsfDgXwJ
conf/sigmod/BabcockBDM03,RIDEvTXNpaAJ
conf/sigmod/ChaudhuriMN98,niAPzsMp2igJ
journals/vldb/ShethTP03,Svbxes_XzdUJ
conf/vldb/BeneventanoBCCGMMV00,AgqQVeQ7A0AJ
conf/vldb/MoserKK95,DFZ5hU-q0BIJ
conf/vldb/ChangG97,2SYiXa0vGN4J
conf/sigmod/Bampahl95,MbgdgwgZCIUJ
conf/vldb/AgrawalS94,1lpNNpHnY_kJ
conf/vldb/AgrawalS94,VwFLRQytbu4J
conf/vldb/AgrawalS94,551mHiCJRjoJ
conf/vldb/BrinkhoffK94,egvBPvtoaMMJ
conf/sigmod/ZhugeGHW95,TXRXLKOE2tAJ
conf/sigmod/FernandezFKLS98,RKh78Q-rJLMJ
conf/sigmod/KoudasS97,Z3hu6UPm8eQJ
conf/vldb/PantiSG00,C7Vuxp5KVsAJ
conf/sigmod/HellersteinHW97,K6752bGaG2QJ
conf/sigmod/YerneniLGU99,Gnb52DoKdJwJ
